Monkey,NeuronIndex,Stimulus_1,Stimulus_2,Stimulus_3,Stimulus_4,Stimulus_5,Stimulus_6,Stimulus_7,SpikeCount
n,129,0,8,8,16,5,0,0,9
n,129,2,16,-16,-2,-16,0,16,15
n,129,5,2,5,16,2,5,0,9
n,129,16,5,8,8,0,2,16,6
n,129,-2,-2,-8,-2,-8,0,-5,13
n,129,-16,-5,-5,0,0,-5,-2,10
n,129,-5,-2,-2,-5,-5,-8,-16,13
n,129,16,2,5,2,2,8,8,11
n,129,2,16,-16,-2,-16,0,16,9
n,129,2,2,0,5,0,2,16,10
n,129,16,0,8,0,0,2,0,8
n,129,0,16,2,16,0,0,5,8
n,129,5,0,0,8,16,2,5,8
n,129,8,0,0,-8,16,16,0,11
n,129,5,16,0,-5,16,0,-16,12
n,129,-5,0,8,0,-16,5,0,11
n,129,2,16,-16,-2,-16,0,16,8
n,129,-16,0,-5,-5,-5,0,-5,11
n,129,16,5,2,16,8,5,2,8
n,130,5,0,8,5,0,2,2,5
n,130,0,-16,-16,0,-2,16,0,6
n,130,2,8,8,8,2,2,8,6
n,130,16,5,2,8,5,0,0,8
n,130,-5,-8,-16,-2,-16,-2,-8,10
n,130,-8,-16,-8,-2,-16,5,-2,12
n,130,-16,-8,0,0,0,-16,0,13
n,130,-5,0,-2,-2,-8,0,-5,8
n,130,-16,2,-5,-5,16,0,-5,12
n,130,16,0,5,2,16,16,8,9
n,130,-16,0,2,16,2,16,-5,11
n,130,0,5,0,0,5,0,16,11
n,130,16,0,2,5,0,0,8,9
n,130,5,5,8,16,5,8,0,14
n,130,0,-8,-5,-2,-16,-5,-5,18
n,130,0,0,0,-8,-16,-16,0,11
n,130,0,8,16,8,5,8,16,8
n,130,-5,-16,-2,0,-16,-5,-8,10
n,130,0,-5,-16,0,-2,-2,-8,9
n,130,-16,-8,-2,-2,0,-5,-5,12
n,130,0,0,5,2,16,8,0,10
n,130,-2,-2,-8,-5,0,-8,-5,10
n,130,-16,0,8,5,0,0,8,8
n,130,-8,-16,-16,-5,-8,-2,-16,16
n,130,0,8,2,8,8,5,0,8
n,130,-2,-2,-2,-16,-16,-5,-2,9
n,130,-2,-5,-5,-8,-16,-16,-2,10
n,130,-16,-16,-8,-8,0,-8,-5,10
n,130,8,2,5,8,5,8,2,9
n,130,-8,-16,-5,0,-2,-2,-5,15
n,130,-2,-5,0,-8,-16,-8,-5,11
n,130,-5,-8,-2,0,-5,-16,-5,15
n,130,2,16,8,2,16,5,8,11
n,130,-8,-16,-8,0,-8,-5,-5,16
n,130,2,16,-16,-2,-16,0,16,6
n,130,2,16,-16,-2,-16,0,16,16
n,130,0,0,-2,0,-2,-5,0,9
n,130,0,16,2,16,5,2,0,8
n,130,2,16,-16,-2,-16,0,16,7
n,130,-16,0,-5,-8,-8,-8,-2,11
n,130,8,5,8,0,8,8,2,10
n,130,-5,0,-5,5,-2,0,-5,13
n,130,2,5,16,2,0,0,8,10
n,130,2,16,-16,-2,-16,0,16,10
n,130,-16,-2,-8,-2,-5,-8,0,8
n,130,0,5,0,16,5,2,5,5
n,130,5,0,16,16,5,2,16,11
n,130,5,2,5,2,5,0,0,10
n,130,-16,-2,-16,-5,-5,-8,-16,12
n,130,16,8,5,0,16,0,5,5
n,130,-5,-16,-2,-16,-5,-16,-5,14
n,130,-5,-8,-16,0,-8,0,-5,13
n,130,-2,-8,5,16,-5,-8,16,14
n,130,5,16,0,8,16,0,16,10
n,130,5,-5,16,16,8,16,-5,15
n,130,0,0,-5,-5,0,-2,0,10
n,130,-8,-5,-8,-16,-16,-16,-2,10
n,130,0,-8,-8,-5,-2,0,-8,13
n,130,0,-5,-5,-16,-8,-2,-2,13
n,130,2,16,-16,-2,-16,0,16,11
n,130,-16,-5,-5,0,-16,-2,-8,11
n,130,-5,-8,-2,0,0,-16,0,14
n,130,-8,0,-16,0,-8,0,-8,9
n,130,-16,-8,-2,-5,-5,-16,0,12
n,130,16,16,8,8,5,2,5,10
n,130,-16,-5,-16,-5,-16,-8,-2,11
n,130,2,2,2,5,16,0,16,10
n,130,8,0,-8,-16,-8,16,2,10
n,130,2,16,-16,-2,-16,0,16,11
n,130,2,2,5,2,0,5,8,7
n,130,-5,-5,0,-8,0,-5,0,9
n,130,2,-8,8,8,0,-16,5,14
n,130,-5,-2,-8,0,-16,-2,0,14
n,130,0,0,0,16,0,-5,-5,12
n,130,5,2,5,16,2,5,0,11
n,130,16,5,8,8,0,2,16,10
n,130,-2,-2,-8,-2,-8,0,-5,12
n,130,-16,-5,-5,0,0,-5,-2,14
n,130,-5,-2,-2,-5,-5,-8,-16,13
n,130,16,2,5,2,2,8,8,8
n,130,2,16,-16,-2,-16,0,16,10
n,130,2,2,0,5,0,2,16,8
n,130,0,0,8,2,5,8,16,13
n,130,16,0,8,0,0,2,0,6
n,130,0,16,2,16,0,0,5,9
n,130,5,0,0,8,16,2,5,13
n,130,8,0,0,-8,16,16,0,11
n,130,-5,0,8,0,-16,5,0,13
n,130,2,16,-16,-2,-16,0,16,11
n,130,16,5,2,16,8,5,2,8
n,130,5,16,2,16,0,8,2,12
n,130,0,-5,-5,-8,0,-8,-5,14
n,130,2,0,2,8,8,5,16,8
n,130,-16,16,0,2,-5,16,-5,8
n,130,0,-16,-16,-16,0,-8,-8,11
n,130,5,0,16,16,5,5,5,10
n,130,0,8,5,2,16,8,8,11
n,130,-8,-8,-8,-5,0,-2,0,7
n,130,0,5,5,16,8,8,2,10
n,130,2,2,0,5,16,5,16,13
n,130,-16,-2,-5,-2,-5,-16,-16,14
n,130,2,5,0,0,16,16,0,11
n,130,2,16,-16,-2,-16,0,16,13
n,130,0,0,-2,-2,-16,0,-2,11
n,130,0,2,8,16,0,2,16,9
n,130,-16,2,-16,0,-2,2,2,13
n,130,-8,16,0,2,-16,-16,16,9
n,130,5,2,0,16,16,2,5,13
n,130,5,-16,8,0,-16,-5,-5,14
n,130,-8,-2,-2,-5,0,-8,-16,14
n,130,2,5,5,0,0,5,5,8
n,130,2,5,8,8,8,5,8,12
n,130,8,16,8,0,8,2,0,8
n,130,16,2,5,2,8,8,5,15
n,130,-2,-2,-5,-5,-16,-8,-16,14
n,130,0,16,2,0,5,0,8,11
n,130,0,5,16,2,5,8,2,12
n,130,8,8,16,0,8,5,5,9
n,130,0,-5,-2,-2,-2,0,-2,18
n,130,0,2,16,0,8,16,16,11
n,130,0,-8,0,-8,-8,-8,-2,12
n,130,0,8,8,0,16,0,8,9
n,130,2,0,8,16,5,5,16,15
n,130,0,5,5,16,16,2,16,11
n,130,2,0,2,5,8,2,0,14
n,130,2,16,2,5,2,0,8,7
n,130,0,-16,-16,-2,0,-5,-16,11
n,130,8,16,2,16,8,2,0,12
n,130,0,5,5,0,5,16,2,8
n,130,-2,0,-8,-8,-5,-5,-8,11
n,130,5,16,8,0,8,2,16,12
n,130,16,16,8,2,16,16,2,11
n,130,16,8,2,2,2,5,2,7
n,130,0,-8,-8,-16,-2,-8,-16,16
n,130,-2,-2,-16,-5,-2,-2,-8,13
n,130,2,16,-16,-2,-16,0,16,13
n,130,0,-8,-16,0,-5,-8,-16,13
n,130,16,5,16,16,16,0,0,8
n,130,-5,-5,0,0,-16,-5,-16,16
n,130,0,-16,0,8,0,16,2,11
n,130,8,0,16,8,2,0,8,12
n,130,0,-8,-8,0,0,-16,-2,18
n,130,5,0,8,8,-5,-2,5,11
n,130,8,0,5,0,5,5,16,12
n,130,16,5,16,2,0,16,5,10
n,130,2,16,16,0,0,0,5,14
n,130,0,8,0,5,0,8,5,8
n,130,0,2,-16,-5,0,0,2,11
n,130,-16,-2,-5,-8,-2,-16,-5,13
n,130,16,2,5,8,0,0,8,12
n,130,0,0,-16,-2,-16,-16,-2,15
n,130,2,16,-16,-2,-16,0,16,9
n,130,5,0,5,8,0,5,0,9
n,130,0,-5,-8,-5,-8,-5,-16,9
n,130,-2,0,-2,0,-8,-5,-16,13
n,130,-8,-16,-8,0,0,-16,-8,13
n,130,5,0,2,2,-2,16,-8,10
n,130,2,5,16,16,8,2,8,9
n,130,0,-5,0,-2,-5,-5,0,8
n,130,-16,2,2,-5,0,0,0,14
n,130,16,8,0,16,5,-8,-8,9
n,130,0,-8,-8,-16,-16,-2,-2,16
n,130,5,8,2,2,16,16,8,10
n,130,16,5,5,16,2,2,8,9
n,130,2,5,8,16,5,0,-2,13
n,130,16,16,2,2,8,16,8,9
n,130,16,-2,-16,-16,-16,16,2,14
n,130,-16,-16,-2,-16,-8,-2,-16,11
n,130,2,16,-16,-2,-16,0,16,8
n,130,-2,-2,0,-2,-2,-16,-8,16
n,130,-16,-16,-8,-5,-2,-2,-2,19
n,130,5,0,5,16,16,8,2,11
n,130,-5,-16,-2,-5,0,0,-2,11
n,130,8,0,8,5,2,8,8,9
n,130,2,16,-16,-2,-16,0,16,9
n,130,16,0,2,2,2,16,16,8
n,130,0,16,16,8,2,16,0,8
n,130,2,16,-16,-2,-16,0,16,16
n,130,0,-8,-16,-8,-2,-5,0,14
n,130,2,8,8,16,2,0,0,13
n,130,-5,-16,0,0,-5,-16,0,9
n,130,2,16,-16,-2,-16,0,16,15
n,130,-16,-2,-2,-16,-8,0,0,14
n,130,16,2,5,5,2,8,8,10
n,130,8,0,0,8,8,5,8,13
n,130,-8,-8,-16,-16,0,-2,-8,16
n,130,5,16,0,2,16,5,8,10
n,130,16,5,8,2,0,5,5,14
n,130,16,0,2,16,2,2,2,16
n,130,2,5,16,5,8,0,0,11
n,130,8,16,5,16,16,2,8,14
n,130,-8,-8,-16,-8,0,-2,-16,14
n,130,-2,0,-16,-8,-8,0,-5,16
n,130,2,0,0,2,8,8,0,10
n,130,0,0,0,16,5,2,5,13
n,130,2,5,5,2,8,16,0,8
n,130,-2,8,5,8,-8,0,-2,14
n,130,16,2,5,8,2,16,5,15
n,130,-8,-16,-8,0,-16,-2,0,14
n,130,-16,-16,-5,-2,-5,-8,-2,11
n,130,16,2,16,16,8,8,5,10
n,130,0,-5,-2,-8,-16,0,-16,13
n,130,5,8,5,2,2,8,2,15
n,130,0,-2,-5,-2,0,-16,0,12
n,130,-2,-16,-2,-16,-2,-16,-2,13
n,130,0,2,5,8,2,16,2,12
n,130,8,5,2,8,5,8,2,12
n,130,2,8,0,16,5,8,16,11
n,130,-16,-16,-8,-2,-8,-2,-16,14
n,130,0,2,16,16,0,8,8,10
n,130,-8,-8,-2,-8,0,-8,0,14
n,130,2,16,-16,-2,-16,0,16,17
n,130,8,5,8,2,8,5,0,13
n,130,-2,-2,0,0,0,0,-5,14
n,130,5,0,5,5,2,8,5,12
n,130,-2,-2,-2,-5,0,-8,-16,13
n,130,-16,-2,-2,-5,0,-5,-2,11
n,130,2,16,-16,-2,-16,0,16,9
n,130,16,16,16,5,2,16,2,11
n,130,0,-5,0,-2,-5,-2,-2,15
n,130,0,-16,0,-8,-8,0,-5,14
n,130,5,2,2,8,16,0,16,14
n,130,5,8,0,8,8,16,16,14
n,130,-8,-5,-5,-8,-5,-8,-5,17
n,130,-8,16,5,-2,-8,-5,5,13
n,130,8,5,8,0,16,8,5,10
n,130,0,16,8,2,5,-5,8,12
n,130,2,16,-16,-2,-16,0,16,15
n,130,-8,-16,-16,-2,-16,-5,0,13
n,130,-5,-2,-5,-5,-2,-8,-16,14
n,130,0,-16,-2,-2,-16,-8,-5,14
n,130,2,8,8,8,5,8,2,11
n,130,2,0,5,5,5,16,16,12
n,130,0,-2,-16,-5,-16,-2,-8,9
n,130,5,2,16,0,8,16,8,12
n,130,-5,0,-2,-16,-2,-5,-16,9
n,130,16,5,8,0,5,2,2,14
n,130,-2,-16,-16,0,-5,-5,-16,18
n,130,0,16,-16,2,-5,2,-16,9
n,130,2,0,0,16,5,2,16,12
n,130,5,-5,0,-16,2,-5,-8,12
n,130,2,16,-16,-2,-16,0,16,11
n,130,-8,0,0,-8,-8,-2,-5,13
n,130,5,5,16,8,16,5,2,11
n,130,-2,-5,-2,0,-2,-2,0,16
n,130,-8,-8,0,-16,-16,-2,0,12
n,130,2,5,8,0,8,0,5,16
n,130,2,0,16,0,8,2,2,11
n,130,16,8,2,8,8,2,0,8
n,130,5,16,8,2,8,8,5,12
n,130,-5,-2,0,-2,0,-2,-8,14
n,130,5,0,5,5,0,8,8,7
n,130,5,2,0,0,5,16,2,7
n,130,-16,-5,-16,-5,0,-8,-16,11
n,130,16,2,0,0,5,-16,5,11
n,130,-8,-16,-2,-2,-5,-8,-8,13
n,130,2,16,-16,-2,-16,0,16,15
n,130,8,2,0,8,5,5,16,11
n,130,-16,-5,0,-2,-16,0,-8,16
n,130,5,16,5,0,2,2,2,9
n,130,-5,-2,-16,16,-16,8,-2,10
n,130,8,-2,-5,0,2,0,2,13
n,130,5,16,5,5,16,2,0,10
n,130,0,0,-8,-16,-2,-2,0,11
n,130,2,16,16,5,5,5,16,9
n,130,2,16,-16,-2,-16,0,16,14
n,130,0,2,16,0,8,5,16,12
n,130,0,0,-8,-5,-5,-16,-8,14
n,130,-16,-8,0,-2,-5,-8,0,15
n,130,0,16,-5,-2,2,-5,-5,10
n,130,-5,-8,-2,0,-5,-8,-2,13
n,130,8,8,2,2,2,8,8,8
n,130,2,16,-16,-2,-16,0,16,11
n,130,-5,0,-16,-8,-16,-2,-8,15
n,130,16,2,16,0,0,0,2,10
n,130,-16,-8,-16,-5,-8,-5,-8,13
n,130,-8,-16,-5,-5,-5,-16,0,15
n,130,8,16,2,5,0,8,8,7
n,130,2,5,0,2,0,16,5,9
n,130,0,-5,-2,-16,0,-16,-5,15
n,130,-2,-8,-2,-8,0,-8,-16,14
n,130,-8,-5,-2,-16,0,-8,0,14
n,130,16,5,5,8,5,2,5,9
n,130,5,2,0,8,5,16,0,11
n,130,-2,-5,0,0,-2,0,-8,12
n,130,2,16,5,5,8,5,2,10
n,130,8,0,2,2,0,2,2,9
n,130,0,0,8,2,5,2,0,15
n,130,8,-5,0,-5,-2,-5,16,14
n,130,2,16,-16,-2,-16,0,16,15
n,130,0,5,-8,5,5,-16,0,11
n,130,-16,-16,0,-8,-5,-8,0,11
n,130,-5,-8,-2,0,-2,0,-2,10
n,130,0,0,2,8,16,2,2,11
n,130,2,16,5,5,0,0,8,11
n,130,2,0,0,8,2,0,-2,8
n,130,-16,-5,-2,0,-2,-5,-2,11
n,130,8,0,0,8,5,16,2,10
n,130,0,2,16,16,16,8,0,15
n,130,5,8,8,5,16,16,0,13
n,130,8,2,16,2,2,8,8,13
n,130,0,-16,-5,-16,-8,-16,-16,9
n,130,2,16,-16,-2,-16,0,16,9
n,130,16,0,0,8,16,16,0,10
n,130,0,16,16,2,8,8,5,12
n,130,2,0,8,16,16,2,0,12
n,130,0,5,8,5,16,16,16,10
n,130,2,0,16,8,0,8,5,10
n,130,5,16,5,-5,8,0,0,8
n,130,16,5,8,0,2,16,5,13
n,130,2,16,-16,-2,-16,0,16,12
n,130,-16,-16,-2,0,0,-16,-5,16
n,130,-2,-2,-16,-16,0,-5,-5,16
n,130,0,-16,-16,-2,0,-2,-8,8
n,130,0,16,16,-2,-16,-2,-8,11
n,130,-8,-5,-8,-8,-2,-2,-5,12
n,130,-16,-16,-5,0,0,-5,-5,15
n,130,-8,-8,0,-5,0,0,-8,9
n,130,0,0,2,2,0,5,16,12
n,130,16,0,-8,-8,2,-16,0,10
n,130,2,5,16,0,0,5,5,12
n,130,0,-8,-16,0,-2,-5,-5,18
n,130,0,8,0,0,8,16,16,11
n,130,2,16,-16,-2,-16,0,16,13
n,130,0,2,0,0,2,5,8,10
n,130,0,0,2,0,2,16,2,14
n,130,0,-8,-2,-16,-2,-2,-8,14
n,130,-5,-2,-5,-8,-16,-2,0,14
n,130,16,8,8,5,5,2,5,6
n,130,5,8,8,2,2,2,5,9
n,130,-2,-2,-16,0,0,-2,-5,13
n,130,-2,-8,-2,-2,0,-8,-2,16
n,130,5,0,8,2,2,2,5,11
n,130,-16,-8,0,-2,-2,0,0,11
n,130,16,0,5,2,5,2,8,12
n,130,0,2,0,5,2,5,8,10
n,130,-5,-8,-16,0,0,-8,-5,15
n,130,2,16,0,16,2,16,0,10
n,130,16,8,8,0,2,5,5,10
n,130,-5,-8,-2,-5,-8,-8,0,17
n,130,-2,0,-16,-2,-2,-5,0,11
n,130,-2,0,-5,-16,-5,-5,0,12
n,130,2,16,-16,-2,-16,0,16,15
n,130,-16,-2,0,-8,-5,-16,-8,13
n,130,0,0,2,2,5,2,0,14
n,130,0,-8,0,-5,-2,-16,-5,8
n,130,-16,0,-2,-16,-2,-8,-16,8
n,130,-5,-16,-16,-5,0,-2,-5,13
n,130,2,16,-16,-2,-16,0,16,10
n,130,8,0,5,8,16,16,0,9
n,130,2,5,16,2,2,0,2,11
n,130,2,5,5,0,16,16,2,10
n,130,5,5,8,2,5,5,8,7
n,130,-8,0,-5,-8,0,-8,0,10
n,130,2,8,5,5,16,8,2,11
n,130,8,-16,8,-8,-5,8,0,10
n,130,16,16,8,8,0,2,5,12
n,130,8,0,8,16,5,0,0,8
n,130,8,8,16,2,16,0,16,13
n,130,-8,-8,-5,-2,0,-16,-2,10
n,130,5,8,5,2,5,8,8,11
n,130,-2,-8,2,16,-16,-8,-8,11
n,130,2,16,5,16,16,0,5,12
n,130,-5,0,-8,-2,-16,-5,-2,9
n,130,5,2,0,0,8,16,16,15
n,130,-2,-2,-5,-5,0,0,-8,9
n,130,0,0,-16,0,-16,-2,-5,14
n,130,-2,0,-2,0,-8,-8,0,13
n,130,0,-5,-2,-2,-2,0,-5,12
n,130,8,0,2,16,2,8,8,13
n,130,5,16,5,5,5,5,2,11
n,130,16,5,5,0,0,0,8,9
n,130,2,-5,0,-2,-8,8,5,11
n,130,8,0,0,8,8,8,16,14
n,130,16,8,8,16,0,16,5,10
n,130,5,5,8,0,2,8,5,10
n,130,16,5,2,5,8,2,5,9
n,130,-5,-2,0,-2,-16,-2,8,12
n,130,8,5,16,2,16,16,5,13
n,130,5,16,8,2,0,16,8,8
n,130,-16,-16,-5,-5,-16,-2,-5,12
n,130,0,16,8,2,5,8,2,14
n,130,-8,-2,-16,-8,-2,0,0,14
n,130,5,16,16,5,8,0,0,12
n,130,2,0,5,8,5,16,8,11
n,130,2,0,16,2,16,5,8,11
n,130,-16,0,-16,-5,-8,8,-8,9
n,130,-2,-8,-16,-2,-16,-16,-5,11
n,130,-8,-8,-16,0,-5,0,0,9
n,130,5,8,0,2,2,8,0,9
n,130,-5,0,0,-5,0,-16,0,15
n,130,16,0,2,2,8,5,2,7
n,130,5,8,0,0,0,8,8,8
n,130,-16,-8,-2,-8,-2,-16,-5,10
n,130,0,-5,-2,-5,0,-16,-8,18
n,130,16,5,0,2,-16,-2,16,11
n,130,-2,0,-8,-8,-2,-8,-16,8
n,130,16,16,5,8,16,5,2,8
n,130,2,0,0,2,16,0,0,12
n,130,2,16,0,16,0,0,5,13
n,130,16,2,8,2,0,2,16,10
n,130,-2,-2,-8,-2,-5,-5,-2,9
n,130,2,16,-16,-2,-16,0,16,12
n,130,-8,-2,-2,-16,-8,-16,-5,10
n,130,2,16,-16,-2,-16,0,16,13
n,130,16,0,16,2,2,8,5,9
n,130,-2,-8,0,-2,-16,-2,-2,13
n,130,-2,-8,8,2,0,0,0,11
n,130,-16,-16,8,-8,0,16,0,13
n,130,0,-5,0,-5,0,-8,0,14
n,130,2,5,5,5,8,5,16,10
n,130,2,16,-16,-2,-16,0,16,9
n,130,-2,0,0,-2,-2,-5,0,10
n,130,16,0,5,8,5,2,8,7
n,130,5,5,5,16,0,2,5,12
n,130,0,0,2,8,16,2,5,11
n,130,0,-5,-5,-2,0,-16,0,16
n,130,0,-5,0,-8,-2,-8,0,10
n,130,0,-5,0,8,-8,-8,0,15
n,130,2,-8,-2,-5,16,-8,-8,14
n,130,-2,-16,-16,0,0,0,-5,9
n,130,8,0,0,16,16,5,2,9
n,130,0,-8,-2,-8,-8,0,0,12
n,130,16,5,2,16,8,0,0,12
n,130,0,16,5,16,2,5,16,12
n,130,-16,-5,-16,-16,-8,-16,-2,10
n,130,-5,-8,-8,-5,-8,-2,-5,13
n,130,-2,-2,0,16,0,16,-5,14
n,130,-8,-8,-16,-8,-2,-8,-5,11
n,130,8,2,8,0,16,0,-16,15
n,130,-2,-2,-2,-5,-16,-16,-5,12
n,130,8,0,2,2,2,8,16,11
n,130,-8,-8,-2,-8,-8,-16,0,13
n,130,-2,-16,-5,-16,-16,0,0,15
n,130,16,0,0,5,16,16,16,9
n,130,0,8,16,16,8,0,0,13
n,130,0,-2,-8,-16,-8,-16,-16,13
n,130,0,8,16,16,0,16,8,12
n,130,2,16,-16,-2,-16,0,16,17
n,130,8,5,8,16,16,0,16,16
n,130,-8,-2,0,0,0,-2,-8,14
n,130,0,8,5,0,5,5,2,15
n,130,5,16,16,2,8,5,16,11
n,130,0,16,5,16,2,0,16,8
n,130,5,0,8,5,0,2,2,8
n,130,0,-16,-16,0,-2,16,0,15
n,130,2,8,8,8,2,2,8,8
n,130,16,5,2,8,5,0,0,9
n,130,-5,-8,-16,-2,-16,-2,-8,14
n,130,-8,-16,-8,-2,-16,5,-2,10
n,130,-16,-8,0,0,0,-16,0,13
n,130,-16,2,-5,-5,16,0,-5,13
n,130,16,0,5,2,16,16,8,9
n,130,-16,16,0,-16,-16,0,0,12
n,130,0,5,0,0,5,0,16,17
n,130,16,0,2,5,0,0,8,15
n,130,5,5,8,16,5,8,0,11
n,130,0,-8,-5,-2,-16,-5,-5,12
n,130,-8,0,-5,-8,-5,-8,-8,16
n,130,0,0,0,-8,-16,-16,0,16
n,130,0,8,8,0,8,5,0,16
n,130,0,8,16,8,5,8,16,12
n,130,-5,-16,-2,0,-16,-5,-8,14
n,130,0,-5,-16,0,-2,-2,-8,17
n,130,-16,-8,-2,-2,0,-5,-5,10
n,130,0,0,5,2,16,8,0,9
n,130,-2,-2,-8,-5,0,-8,-5,10
n,130,-8,-16,-16,-5,-8,-2,-16,13
n,130,0,8,2,8,8,5,0,11
n,130,-2,-2,-2,-16,-16,-5,-2,11
n,130,-2,-5,-5,-8,-16,-16,-2,13
n,130,-16,-16,-8,-8,0,-8,-5,11
n,130,-5,-8,-2,0,-5,-16,-5,10
n,130,2,16,8,2,16,5,8,9
n,130,2,16,-16,-2,-16,0,16,9
n,130,16,16,8,16,0,5,0,11
n,130,0,0,-16,0,-5,-2,-2,13
n,130,0,0,-2,0,-2,-5,0,15
n,130,0,16,2,16,5,2,0,14
n,130,2,16,-16,-2,-16,0,16,14
n,130,-16,0,-5,-8,-8,-8,-2,12
n,130,8,5,8,0,8,8,2,13
n,130,-5,0,-5,5,-2,0,-5,13
n,130,2,16,-16,-2,-16,0,16,9
n,130,-16,-2,-8,-2,-5,-8,0,9
n,130,0,5,0,16,5,2,5,11
n,130,5,0,16,16,5,2,16,7
n,130,5,2,5,2,5,0,0,10
n,130,-16,-2,-16,-5,-5,-8,-16,15
n,130,16,8,5,0,16,0,5,10
n,130,-5,-16,-2,-16,-5,-16,-5,13
n,130,-2,-8,5,16,-5,-8,16,13
n,130,5,16,0,8,16,0,16,9
n,130,-5,0,-16,-5,-5,-5,0,16
n,130,5,-5,16,16,8,16,-5,12
n,130,0,0,-5,-5,0,-2,0,12
n,130,-8,-5,-8,-16,-16,-16,-2,9
n,130,0,-8,-8,-5,-2,0,-8,11
n,130,0,-5,-5,-16,-8,-2,-2,10
n,130,2,16,-16,-2,-16,0,16,15
n,130,-16,-5,-5,0,-16,-2,-8,12
n,130,-5,-8,-2,0,0,-16,0,14
n,130,-8,0,-16,0,-8,0,-8,14
n,130,-16,-8,-2,-5,-5,-16,0,13
n,130,16,16,8,8,5,2,5,12
n,130,-16,-5,-16,-5,-16,-8,-2,8
n,130,2,2,2,5,16,0,16,9
n,130,8,0,-8,-16,-8,16,2,11
n,130,2,16,-16,-2,-16,0,16,7
n,130,-5,-5,0,-8,0,-5,0,12
n,130,-5,-2,-8,0,-16,-2,0,16
n,130,0,8,8,16,5,0,0,9
n,130,2,16,-16,-2,-16,0,16,12
n,130,5,2,5,16,2,5,0,10
n,130,16,5,8,8,0,2,16,5
n,130,-2,-2,-8,-2,-8,0,-5,12
n,130,-16,-5,-5,0,0,-5,-2,14
n,130,-5,-2,-2,-5,-5,-8,-16,12
n,130,16,2,5,2,2,8,8,13
n,130,2,16,-16,-2,-16,0,16,8
n,130,2,2,0,5,0,2,16,13
n,130,16,0,8,0,0,2,0,10
n,130,0,16,2,16,0,0,5,10
n,130,5,0,0,8,16,2,5,12
n,130,8,0,0,-8,16,16,0,12
n,130,5,16,0,-5,16,0,-16,12
n,130,-5,0,8,0,-16,5,0,9
n,130,2,16,-16,-2,-16,0,16,11
n,130,-16,0,-5,-5,-5,0,-5,12
n,130,16,5,2,16,8,5,2,9
n,131,1,0,4,-1,1,-2,-0,6
n,131,-0,-4,-1,7,2,-0,6,4
n,131,2,-0,-1,3,3,6,1,4
n,131,3,3,5,-2,-4,1,2,5
n,131,2,4,3,4,6,3,7,8
n,131,3,-4,2,7,-0,-3,4,7
n,131,-5,-8,-6,1,-1,-1,-3,1
n,131,-4,4,2,1,-5,1,-3,15
n,131,7,5,0,-1,-0,-2,1,4
n,131,5,6,-2,-0,2,5,-2,6
n,131,2,2,-2,2,0,1,-0,9
n,131,0,-3,-1,6,4,0,-2,1
n,131,7,5,0,-1,-0,-2,1,8
n,131,2,2,2,-3,3,0,0,1
n,131,-6,-4,-4,-2,2,2,-1,8
n,131,-0,4,2,-4,3,-0,2,2
n,131,5,0,5,2,0,-2,-4,1
n,131,2,5,1,2,-0,4,2,1
n,131,-5,-6,-4,-6,-2,-5,-2,2
n,131,9,11,10,10,14,6,12,3
n,131,-4,3,3,-5,-2,-2,-1,2
n,131,-2,8,-1,1,6,5,-3,2
n,131,-7,-9,-10,-9,-11,-14,-13,1
n,131,-15,-9,-9,-10,-9,-12,-7,3
n,131,7,7,6,1,2,0,2,4
n,131,2,1,-2,-2,-0,-2,2,3
n,131,4,4,0,0,0,-4,-4,7
n,131,4,-2,2,3,1,-2,1,11
n,131,-2,2,2,-3,1,-3,-3,9
n,131,-2,-1,-4,-5,-3,0,-5,5
n,131,3,4,3,1,5,6,3,5
n,131,-15,-7,-9,-0,-4,-8,-4,2
n,131,7,5,0,-1,-0,-2,1,5
n,131,-5,1,2,-2,-1,-1,-3,6
n,131,7,5,0,-1,-0,-2,1,4
n,131,-2,-1,-0,2,3,-6,-2,6
n,131,2,-1,2,0,-3,-1,-1,0
n,131,-6,1,-3,-6,-4,0,-3,3
n,131,-6,-4,-0,-0,0,-7,-3,1
n,131,1,3,-2,1,3,1,-1,2
n,131,1,-4,0,-1,-3,1,5,1
n,131,4,4,0,0,0,-4,-4,3
n,131,6,11,15,8,8,4,6,2
n,131,9,5,12,12,12,6,13,9
n,131,-2,-0,2,2,-1,7,2,9
n,131,-5,-6,-9,-8,-7,-8,-11,1
n,131,-0,-8,-4,-5,-4,-1,-2,1
n,131,2,-1,-4,-0,0,-4,0,0
n,131,-4,-4,0,0,0,4,4,2
n,131,1,-7,-4,-5,-7,-2,-0,4
n,131,7,5,0,-1,-0,-2,1,0
n,131,-4,-4,0,0,0,4,4,6
n,131,4,-2,1,5,0,-3,4,9
n,131,-3,-4,-2,2,-4,-0,-2,8
n,131,-5,1,0,-1,-3,-3,5,3
n,131,1,-4,-5,-9,-3,4,2,1
n,131,0,-2,1,2,0,-1,1,0
n,131,-3,-0,3,0,2,-0,-0,7
n,131,9,6,8,12,13,12,8,10
n,131,-10,-7,-2,-11,-10,-10,-16,7
n,131,1,1,-3,-0,1,-5,3,2
n,131,7,-0,3,0,7,1,-0,5
n,131,3,2,2,1,4,-2,1,4
n,131,-6,-2,1,-5,-2,5,-2,5
